     1	46.9235	-95.04286
     2	46.45792	-95.15322
     3	48.6378	-109.7654
     4	32.9026	-96.7925
     5	37.966529	-84.502062
     6	29.55094	-95.157432
     7	35.210976	-106.659356
     8	36.846465	-119.790995
     9	38.883944	-94.681964
    10	33.8455	-117.53735
    11	36.830653	-76.41665
    12	36.841516	-76.088691
    13	29.785137	-95.560005
    14	30.182132	-95.451642
    15	40.546826	-111.898472
    16	30.233834	-97.819149
    17	29.961769	-95.546141
    18	39.718889	-75.022012
    19	33.374406	-86.809298
    20	39.024213	-77.428665
    21	40.622774	-111.978707
    22	35.560408	-97.651689
    23	33.650144	-112.236814
    24	33.914964	-117.969655
    25	44.733137	-93.202202
    26	44.846684	-93.149753
    27	33.888594	-84.00894
    28	34.962622	-89.981631
    29	38.567663	-90.39667
    30	32.68725	-97.413599
    31	33.056822	-96.68873
    32	40.89066	-74.7198
    33	39.871837	-104.981978
    34	41.118105	-81.471076
    35	21.295407	-157.841694
    36	38.63931	-121.49678
    37	35.2138	-97.4808
    38	29.609993	-95.644124
    39	29.785837	-95.726801
    40	39.407289	-76.762943
    41	34.6075	-118.14775
    42	39.480447	-119.793559
    43	29.724161	-95.468336
    44	40.385308	-104.715843
    45	39.144938	-76.645631
    46	27.339641	-82.452649
    47	40.7888	-74.04098
    48	29.975163	-90.170159
    49	34.735958	-86.656706
    50	39.765337	-104.897664
    51	42.705151	-83.284812
    52	34.073507	-83.983829
    53	42.762175	-84.517886
    54	28.2839	-81.4673
    55	32.962213	-96.64593
    56	32.345889	-106.765663
    57	28.791333	-81.344891
    58	41.754369	-111.830625
    59	44.859584	-93.281695
    60	28.001975	-81.924081
    61	32.929531	-97.09504
    62	35.464188	-80.59307
    63	36.18758	-80.273755
    64	38.678371	-121.298036
    65	33.8679	-84.7715
    66	33.463582	-84.214445
    67	33.695577	-84.088495
    68	42.525725	-83.35293
    69	40.52425	-88.949171
    70	39.604437	-104.703077
    71	33.6434	-86.6251
    72	28.533463	-82.502526
    73	35.304346	-119.09238
    74	32.138333	-81.243837
    75	33.5564	-117.17838
    76	34.412753	-118.503675
    77	33.302864	-111.743334
    78	33.449276	-112.340935
    79	35.969803	-78.95611
    80	47.474135	-122.206427
    81	42.72039	-88.98462
    82	41.71617	-81.297242
    83	40.305443	-79.592021
    84	43.5721	-84.758251
    85	38.32923	-85.76054
    86	28.186663	-82.373381
    87	40.87685	-79.95326
    88	37.801251	-81.180371
    89	32.371035	-88.653624
    90	36.941213	-86.417498
    91	33.216738	-96.630709
    92	37.711822	-87.12701
    93	35.172741	-114.565631
    94	39.802663	-94.81492
    95	39.1561	-85.9602
    96	33.285715	-111.841293
    97	36.131382	-85.482616
    98	46.7918	-100.74708
    99	39.648811	-80.00225
   100	35.137737	-106.614927
   101	43.604863	-116.508396
   102	33.707315	-116.280707
   103	42.941472	-83.647022
   104	34.66919	-79.00903
   105	35.9601	-77.8222
   106	39.99272	-82.02956
   107	31.428	-100.51202
   108	35.348818	-82.440957
   109	40.568939	-79.801147
   110	33.638528	-112.416347
   111	29.852043	-97.951934
   112	33.4504	-104.523531
   113	41.415	-82.6671
   114	39.361464	-82.976368
   115	40.646387	-74.232043
   116	36.365	-94.2247
   117	27.264515	-80.401128
   118	42.515163	-90.736199
   119	36.24009	-115.114069
   120	34.57597	-112.36304
   121	36.062024	-115.260815
   122	37.134592	-93.296896
   123	32.60703	-85.429292
   124	30.658015	-87.853203
   125	28.361795	-80.793017
   126	36.59592	-79.42224
   127	28.93405	-81.932267
   128	39.945682	-91.329186
   129	41.965722	-73.981457
   130	31.339937	-94.717238
   131	34.075846	-81.154139
   132	30.7969	-83.2995
   133	32.7007	-114.6001
   134	28.568537	-81.28334
   135	33.314262	-111.967982
   136	35.5325	-77.3977
   137	25.785237	-80.332784
   138	28.551863	-81.493235
   139	38.932736	-104.791417
   140	30.308313	-89.825958
   141	41.859247	-88.340638
   142	42.232833	-87.942838
   143	39.970133	-105.163748
   144	33.17064	-117.217991
   145	32.737988	-117.057727
   146	39.457912	-76.640147
   147	34.116173	-117.829165
   148	33.623985	-111.895178
   149	40.087482	-83.091751
