46.9235	-95.04286
46.45792	-95.15322
48.6378	-109.7654
32.9026	-96.7925
37.966529	-84.502062
29.55094	-95.157432
35.210976	-106.659356
36.846465	-119.790995
38.883944	-94.681964
33.8455	-117.53735
36.830653	-76.41665
36.841516	-76.088691
29.785137	-95.560005
30.182132	-95.451642
40.546826	-111.898472
30.233834	-97.819149
29.961769	-95.546141
39.718889	-75.022012
33.374406	-86.809298
39.024213	-77.428665
40.622774	-111.978707
35.560408	-97.651689
33.650144	-112.236814
33.914964	-117.969655
44.733137	-93.202202
44.846684	-93.149753
33.888594	-84.00894
34.962622	-89.981631
38.567663	-90.39667
32.68725	-97.413599
33.056822	-96.68873
40.89066	-74.7198
39.871837	-104.981978
41.118105	-81.471076
21.295407	-157.841694
38.63931	-121.49678
35.2138	-97.4808
29.609993	-95.644124
29.785837	-95.726801
39.407289	-76.762943
34.6075	-118.14775
39.480447	-119.793559
29.724161	-95.468336
40.385308	-104.715843
39.144938	-76.645631
27.339641	-82.452649
40.7888	-74.04098
29.975163	-90.170159
34.735958	-86.656706
39.765337	-104.897664
42.705151	-83.284812
34.073507	-83.983829
42.762175	-84.517886
28.2839	-81.4673
32.962213	-96.64593
32.345889	-106.765663
28.791333	-81.344891
41.754369	-111.830625
44.859584	-93.281695
28.001975	-81.924081
32.929531	-97.09504
35.464188	-80.59307
36.18758	-80.273755
38.678371	-121.298036
33.8679	-84.7715
33.463582	-84.214445
33.695577	-84.088495
42.525725	-83.35293
40.52425	-88.949171
39.604437	-104.703077
33.6434	-86.6251
28.533463	-82.502526
35.304346	-119.09238
32.138333	-81.243837
33.5564	-117.17838
34.412753	-118.503675
33.302864	-111.743334
33.449276	-112.340935
35.969803	-78.95611
47.474135	-122.206427
42.72039	-88.98462
41.71617	-81.297242
40.305443	-79.592021
43.5721	-84.758251
38.32923	-85.76054
28.186663	-82.373381
40.87685	-79.95326
37.801251	-81.180371
32.371035	-88.653624
36.941213	-86.417498
33.216738	-96.630709
37.711822	-87.12701
35.172741	-114.565631
39.802663	-94.81492
39.1561	-85.9602
33.285715	-111.841293
36.131382	-85.482616
46.7918	-100.74708
39.648811	-80.00225
35.137737	-106.614927
43.604863	-116.508396
33.707315	-116.280707
42.941472	-83.647022
34.66919	-79.00903
35.9601	-77.8222
39.99272	-82.02956
31.428	-100.51202
35.348818	-82.440957
40.568939	-79.801147
33.638528	-112.416347
29.852043	-97.951934
33.4504	-104.523531
41.415	-82.6671
39.361464	-82.976368
40.646387	-74.232043
36.365	-94.2247
27.264515	-80.401128
42.515163	-90.736199
36.24009	-115.114069
34.57597	-112.36304
36.062024	-115.260815
37.134592	-93.296896
32.60703	-85.429292
30.658015	-87.853203
28.361795	-80.793017
36.59592	-79.42224
28.93405	-81.932267
39.945682	-91.329186
41.965722	-73.981457
31.339937	-94.717238
34.075846	-81.154139
30.7969	-83.2995
32.7007	-114.6001
28.568537	-81.28334
33.314262	-111.967982
35.5325	-77.3977
25.785237	-80.332784
28.551863	-81.493235
38.932736	-104.791417
30.308313	-89.825958
41.859247	-88.340638
42.232833	-87.942838
39.970133	-105.163748
33.17064	-117.217991
32.737988	-117.057727
39.457912	-76.640147
34.116173	-117.829165
33.623985	-111.895178
40.087482	-83.091751
